WSBoatType,WSRace,Year,Date,Season,WSMilitary,WSPosition,WSName,WSClub,WSClass,WSSubClass,WSTime,WSPoints,WSTrophies,WSNotes
Kayak,D,1979,TBA,1979,Civilian,1,"Stainsby T & Moore R","Metropolitan Police ","K2 Veteran",TBA,05:53:30,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,1,"Smith & Raciborski",Warren,"K2 Junior",TBA,05:53:30,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,2,"Harding Ollie & White Ian","Longridge  & ","K2 Senior",TBA,01:55:50,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,2,"Harding Ollie & White Ian","Longridge  & ","K2 Senior",TBA,02:39:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,2,"Rissen & Nixon","35 Northwich Scouts","K2 Junior",TBA,02:54:55,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,2,"Harding Ollie & White Ian","Longridge ","K2 Senior",TBA,03:10:00,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,2,"Rissen & Nixon","35 Northwich Scouts","K2 Junior",TBA,03:26:00,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,2,"Cook & Freeman","Fladbury C & ","K2 Senior",TBA,04:40:05,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,2,"Rissen & Nixon","35 Northwich Scouts","K2 Junior",TBA,04:59:45,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,3,"Pendle Dyson & Pearson Dyson","35th Norwich SS & ","K2 Senior",TBA,01:59:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,3,"KInch & Haines","Royal  & ","K2 Senior",TBA,02:41:55,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,3,"Story & Jackson","10 Sig Regt","K2 Senior",TBA,03:11:30,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,3,"Salisbury & Sellwood","Leighton Park & BOARC","K2 Junior",TBA,03:27:14,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,3,"Story & Jackson","10 Sig Regt & ","K2 Senior",TBA,04:41:35,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,4,"KInch & Haines","Royal  & ","K2 Senior",TBA,02:00:00,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,4,"Salisbury & Sellwood","Leighton Park & BOARC","K2 Junior",TBA,02:11:10,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,4,"Pendle Dyson & Pearson Dyson","35th Norwich SS & ","K2 Senior",TBA,02:43:45,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,4,"Salisbury & Sellwood","Leighton Park & BOARC","K2 Junior",TBA,02:59:45,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,4,"Belcher & Garner",Royal/Lichfield,"K2 Senior",TBA,03:18:10,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,4,"Harding Ollie & White Ian","Longridge  & ","K2 Senior",TBA,04:42:40,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,5,"Story & Jackson","10 Sig Regt & ","K2 Senior",TBA,02:00:10,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,5,"Story & Jackson","10 Sig Regt & ","K2 Senior",TBA,02:45:50,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,5,"Pendle Dyson & Pearson Dyson","35th Norwich SS & ","K2 Senior",TBA,03:19:30,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,5,"Pendle Dyson & Pearson Dyson","35th Norwich SS & ","K2 Senior",TBA,04:43:15,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,6,"Unknown & Unknown","RE & ","K2 Senior",TBA,02:00:40,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,6,"Perrett Bernard & Kirschener","Leighton Park","K2 Senior",TBA,03:20:10,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,6,"Ralph & Rowell","RNKA & ","K2 Senior",TBA,04:46:00,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,6,"Salisbury & Sellwood","Leighton Park & BOARC","K2 Junior",TBA,05:17:36,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,7,"Perrett Bernard & Kirschener","Leighton Park & ","K2 Senior",TBA,02:02:25,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,7,"Gould & Kelly","Richmond  & ","K2 Senior",TBA,02:49:40,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,7,"Gould & Kelly","Richmond ","K2 Senior",TBA,03:26:15,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,7,"Belcher & Garner","Royal/Lichfield & ","K2 Senior",TBA,05:04:25,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,8,"Wrafter & Thorogood","Newham & ","K2 Senior",TBA,02:05:05,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,8,"Belcher & Garner","Royal/Lichfield & ","K2 Senior",TBA,02:51:15,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,8,"Hunter & Farrell","Royal  & ","K2 Senior",TBA,02:51:15,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,8,"Coleman & Coleman","Tonbridge ","K2 Senior",TBA,03:27:15,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,8,"Coleman & Coleman","Tonbridge  & ","K2 Senior",TBA,05:05:50,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,9,"Belcher & Garner","Royal/Lichfield & ","K2 Senior",TBA,02:05:15,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,9,"Ralph & Rowell",RNKA,"K2 Senior",TBA,03:27:35,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,9,"Unknown & Unknown","RE & ","K2 Senior",TBA,05:13:10,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,10,"Ralph & Rowell","RNKA & ","K2 Senior",TBA,02:08:30,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,10,"Lund & Foster","Newham & ","K2 Senior",TBA,02:53:40,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,10,"Lund & Foster",Newham,"K2 Senior",TBA,03:34:55,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,10,"Worth Andy & Carpenter Mike","Exeter  & ","K2 Senior",TBA,05:21:50,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,11,"Price & Daines","Newham  & ","K2 Senior",TBA,02:08:40,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,11,"Worth Andy & Carpenter Mike","Exeter ","K2 Senior",TBA,03:37:25,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,11,"Wrafter & Thorogood","Newham & ","K2 Senior",TBA,05:23:20,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,12,"Unknown & Unknown","Warren  & ","K2 Senior",TBA,02:09:20,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,12,"Truelove & Blyth","Lichfield  & ","K2 Senior",TBA,02:55:20,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,12,"Cook & Freeman","Fladbury C","K2 Senior",TBA,03:38:30,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,12,"Lund & Foster","Newham & ","K2 Senior",TBA,05:26:20,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,13,"Spencer & McGladdey","Hereford  & ","K2 Senior",TBA,02:12:05,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,13,"Perrett Bernard & Kirschener","Leighton Park & ","K2 Senior",TBA,02:56:43,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,13,"Unknown & Unknown","Warren ","K2 Senior",TBA,03:43:00,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,13,"Unknown & Unknown","Warren  & ","K2 Senior",TBA,05:31:35,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,14,"Lund & Foster","Newham & ","K2 Senior",TBA,02:13:00,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,14,"Jobe & Craddock","Wey ","K2 Senior",TBA,02:13:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,14,"Ralph & Rowell","RNKA & ","K2 Senior",TBA,02:57:15,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,14,"Price & Daines","Newham  & ","K2 Senior",TBA,03:43:45,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,14,"Price & Daines","Newham  & ","K2 Senior",TBA,05:34:25,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,15,"Wetherall & Phelps","Richmond  & ","K2 Senior",TBA,02:58:50,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,15,"Spencer & McGladdey","Hereford  & ","K2 Senior",TBA,03:48:45,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,15,"Amos & Woodger","Exeter  & ","K2 Senior",TBA,05:45:55,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,16,"Worth Andy & Carpenter Mike","Exeter  & ","K2 Senior",TBA,02:15:15,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,16,"Worth Andy & Carpenter Mike","Exeter  & ","K2 Senior",TBA,03:01:00,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,16,"Amos & Woodger","Exeter  & ","K2 Senior",TBA,03:56:55,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,16,"French & Arundel","Met Police  & ","K2 Senior",TBA,05:55:04,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,17,"Coleman & Coleman","Tonbridge  & ","K2 Senior",TBA,02:15:45,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,17,"Wrafter & Thorogood","Newham & ","K2 Senior",TBA,03:01:45,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,17,"Haines & Kingsnorth","Fladbury C & ","K2 Senior",TBA,03:58:30,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,18,"Gardener & Unknown","Royal  & ","K2 Senior",TBA,02:18:35,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,18,"Coleman & Coleman","Tonbridge  & ","K2 Senior",TBA,03:03:30,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,18,"Jobe & Craddock","Wey  & ","K2 Senior",TBA,04:00:45,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,18,"Bannister & King","Tonbridge  & ","K2 Senior",TBA,06:16:25,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,19,"Cook & Freeman","Fladbury C & ","K2 Senior",TBA,02:19:10,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,19,"Cook & Freeman","Fladbury C & ","K2 Senior",TBA,03:05:05,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,19,"Unknown & Unknown","RE & ","K2 Senior",TBA,04:01:15,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,19,"Goldsmith & Williams","Hereford  & ","K2 Senior",TBA,06:19:15,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,20,"Haines & Kingsnorth","Fladbury C & ","K2 Senior",TBA,02:20:55,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,20,"Unknown & Unknown","Wey  & ","K2 Senior",TBA,03:10:15,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,20,"Bell & Stanway","Newbury  & ","K2 Senior",TBA,04:10:10,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,20,"Bell & Stanway","Newbury  & ","K2 Senior",TBA,06:25:10,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,21,"Gehnich & Blumson","City of London & Met & ","K2 Senior",TBA,02:27:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,21,"Jobe & Craddock","Wey  & ","K2 Senior",TBA,03:12:35,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,21,"Longstaff Peter & Hossack D","Windsor & ","K2 Senior",TBA,06:31:05,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,22,"Gale & Abbott","35th Norwich SS & ","K2 Senior",TBA,02:27:30,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,22,"Amos & Woodger","Exeter  & ","K2 Senior",TBA,03:13:15,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,22,"Bannister & King","Tonbridge  & ","K2 Senior",TBA,04:12:55,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,23,"Amos & Woodger","Exeter  & ","K2 Senior",TBA,02:28:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,23,"Unknown & Unknown","Warren  & ","K2 Senior",TBA,03:14:15,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,23,"Jones & Moss","RMCS & ","K2 Senior",TBA,06:43:30,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,24,"French & Arundel","Met Police  & ","K2 Senior",TBA,02:31:05,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,24,"Gillman & Little","Totnes ","K2 Senior",TBA,03:22:05,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,24,"Cocksedge & Unknown","10 Sig Regt & ","K2 Senior",TBA,07:02:10,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,25,"Kirtley & Rixson",RMCF,"K2 Senior",TBA,02:34:50,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,25,"French & Arundel","Met Police ","K2 Senior",TBA,03:26:25,TBA,TBA,.
Kayak,D,1979,TBA,1979,Civilian,25,"TIdcombe & Cullan","RMCF & ","K2 Senior",TBA,07:23:04,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,26,"Bannister & King","Tonbridge  & ","K2 Senior",TBA,02:35:50,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,26,"Bannister & King","Tonbridge ","K2 Senior",TBA,03:31:20,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,26,"Goldsmith & Williams","Hereford  & ","K2 Senior",TBA,04:24:55,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,27,"French & Arundel","Met Police  & ","K2 Senior",TBA,04:37:00,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,28,"Bell & Stanway","Newbury  & ","K2 Senior",TBA,03:36:35,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,29,"Goldsmith & Williams","Hereford  & ","K2 Senior",TBA,03:39:10,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,29,"Cocksedge & Unknown","10 Sig Regt & ","K2 Senior",TBA,04:37:35,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,30,"Longstaff Peter & Hossack D","Windsor & ","K2 Senior",TBA,03:40:35,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,31,"Goldsmith & Williams","Hereford  & ","K2 Senior",TBA,02:42:35,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,32,"TIdcombe & Cullan","RMCF & ","K2 Senior",TBA,02:51:15,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,32,"Jones & Moss","RMCS & ","K2 Senior",TBA,04:00:50,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,32,"Jones & Moss","RMCS & ","K2 Senior",TBA,04:45:25,TBA,TBA,.
Kayak,B,1979,TBA,1979,Civilian,33,"Cocksedge & Unknown","10 Sig Regt & ","K2 Senior",TBA,04:10:20,TBA,TBA,.
Kayak,C,1979,TBA,1979,Civilian,33,"Unknown & Unknown","RE & ","K2 Senior",TBA,05:00:45,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,34,"Cocksedge & Unknown","10 Sig Regt & ","K2 Senior",TBA,03:04:00,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,36,"Jones & Moss","RMCS & ","K2 Senior",TBA,03:15:55,TBA,TBA,.
Kayak,A,1979,TBA,1979,Civilian,37,"Dorllng & Fee","RMCF & ","K2 Senior",TBA,03:30:55,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,1,"Cook & Smith","Borough Rd College  & ","K2 Senior",TBA,01:47:26,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,1,"Sopor & Grogory","Warren   & ","K2 Junior",TBA,01:48:55,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,1,"Stainsby & Moore","Metropolitan Police  & ","K2 Veteran",TBA,02:02:53,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,1,"Gillam & Little","Totnes  & ","K2 Senior",TBA,02:24:25,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,1,"Kelly & Day","Met Police Cadets & ","K2 Ladies",TBA,02:34:20,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,1,"Sopor & Grogory","Warren   & ","K2 Junior",TBA,02:43:27,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,1,"Boat 165 & Boat 165","Unknown & ","K2 Senior",TBA,02:59:31,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,1,"Stainsby & Moore","Metropolitan Police  & ","K2 Veteran",TBA,03:02:21,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,1,"Ayres & Evans","Royal  & ","K2 Junior",TBA,03:11:43,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,1,"Stainsby & Moore","Metropolitan Police  & ","K2 Veteran",TBA,03:21:51,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,1,"Kelly & Day","Met Police Cadets & ","K2 Ladies",TBA,04:05:24,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,1,"Devitt & Knowles","Hereford  & ","K2 Ladies",TBA,04:39:33,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,1,"Boat 165 & Boat 165","Unknown & ","K2 Senior",TBA,04:57:05,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,1,"Ayres & Evans","Royal  & ","K2 Junior",TBA,05:29:49,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,1,"Boat 304 & Boat 304","Unknown & ","K2 Veteran",TBA,06:28:19,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,1,"Kelly & Day","Met Police Cadets & ","K2 Ladies",TBA,07:23:40,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,2,"Boat 165 & Boat 165","Unknown & ","K2 Senior",TBA,01:47:27,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,2,"Ayres & Evans","Royal  & ","K2 Junior",TBA,01:56:35,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,2,"Boat 304 & Boat 304","Unknown & ","K2 Veteran",TBA,02:13:03,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,2,"Boat 165 & Boat 165","Unknown & ","K2 Senior",TBA,02:30:54,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,2,"Devitt & Knowles","Hereford  & ","K2 Ladies",TBA,02:41:18,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,2,"Salisbury & Selwood","Reading & Leighton Park  & ","K2 Junior",TBA,02:54:34,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,2,"Boat 156 & Boat 156","Unknown & ","K2 Senior",TBA,03:00:55,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,2,"Sopor & Grogory","Warren   & ","K2 Junior",TBA,03:12:33,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,2,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",TBA,03:35:58,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,2,"Boat 304 & Boat 304","Unknown & ","K2 Veteran",TBA,03:57:14,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,2,"Devitt & Knowles","Hereford  & ","K2 Ladies",TBA,04:09:31,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,2,"Tilzey & Ball","Sussex Police Cadets & ","K2 Ladies",TBA,05:00:30,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,2,"Boat 152 & Boat 152","Unknown & ","K2 Senior",TBA,05:02:38,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,2,"Mannering & Battershell","Wey  & Chichester  & ","K2 Junior",TBA,05:39:14,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,2,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",TBA,07:00:35,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,2,"Devitt & Knowles","Hereford  & ","K2 Ladies",TBA,07:51:00,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,3,"Boat 156 & Boat 156","Unknown & ","K2 Senior",TBA,01:47:48,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,3,"Boat 251 & Boat 251","Unknown & ","K2 Junior",TBA,01:58:22,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,3,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",TBA,02:21:56,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,3,"Boat 169 & Boat 169","Unknown & ","K2 Senior",TBA,02:37:17,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,3,"Watts & Hanwell","Met Police Cadets & ","K2 Ladies",TBA,02:43:16,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,3,"Ayres & Evans","Royal  & ","K2 Junior",TBA,02:55:38,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,3,"Boat 152 & Boat 152","Unknown & ","K2 Senior",TBA,03:02:07,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,3,"Boat 251 & Boat 251","Unknown & ","K2 Junior",TBA,03:26:37,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,3,"Boat 302 & Boat 302","Unknown & ","K2 Veteran",TBA,04:11:21,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,3,"West & Bright","Devon & Cornwall Police Cadets & ","K2 Ladies",TBA,04:56:50,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,3,"Boat 264 & Boat 264","Unknown & ","K2 Senior",TBA,05:19:50,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,3,"Boat 250 & Boat 250","Unknown & ","K2 Junior",TBA,05:50:34,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,3,"Lee & Thomas","Devon & Cornwall Police Cadets & ","K2 Ladies",TBA,07:56:48,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,4,"Boat 152 & Boat 152","Unknown & ","K2 Senior",TBA,01:49:04,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,4,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",TBA,02:01:51,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,4,"Boat 303 & Boat 303","Unknown & ","K2 Veteran",TBA,02:27:04,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,4,"Boat 156 & Boat 156","Unknown & ","K2 Senior",TBA,02:37:50,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,4,"Boat 251 & Boat 251","Unknown & ","K2 Junior",TBA,02:59:42,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,4,"Harding & White","Hereford  & ","K2 Senior",TBA,03:07:46,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,4,"Tilzey & Ball","Sussex Police Cadets & ","K2 Ladies",TBA,03:11:35,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,4,"Boat 250 & Boat 250","Unknown & ","K2 Junior",TBA,03:27:07,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,4,"Boat 303 & Boat 303","Unknown & ","K2 Veteran",TBA,04:15:29,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,4,"Carpenter & Worth","Exeter  & ","K2 Senior",TBA,05:36:27,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,4,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",TBA,06:10:14,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,5,"Harding & White","Hereford  & ","K2 Senior",TBA,01:49:04,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,5,"Boat 250 & Boat 250","Unknown & ","K2 Junior",TBA,02:04:13,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,5,"Boat 152 & Boat 152","Unknown & ","K2 Senior",TBA,02:39:00,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,5,"Cook & Smith","Borough Rd College  & ","K2 Senior",TBA,03:09:14,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,5,"Lee & Thomas","Devon & Cornwall Police Cadets & ","K2 Ladies",TBA,03:12:28,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,5,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",TBA,03:13:43,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,5,"Mannering & Battershell","Wey  & Chichester  & ","K2 Junior",TBA,03:35:02,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,5,"Andrews & Hannam Ian","21 (Artists)","K2 Senior",TBA,05:59:24,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,5,"Brown & Howard","Hereford  & ","K2 Junior",TBA,06:27:11,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,6,"Story & Jackson","10th Signal Regt & ","K2 Senior",TBA,01:50:10,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,6,"Mannering & Battershell","Wey  & Chichester ","K2 Junior",TBA,02:09:49,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,6,"Story & Jackson","10th Signal Regt & ","K2 Senior",TBA,02:41:30,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,6,"Boat 151 & Boat 151","Unknown & ","K2 Senior",TBA,03:09:26,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,6,"West & Bright","Devon & Cornwall Police Cadets & ","K2 Ladies",TBA,03:13:55,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,6,"Boat 250 & Boat 250","Unknown & ","K2 Junior",TBA,03:15:14,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,6,"Wells & Wells"," 12 Ruislip Venture Scout & ","K2 Junior",TBA,03:35:57,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,6,"Boat 162 & Boat 162","Unknown & ","K2 Senior",TBA,06:03:16,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,6,"Luffman & Bogie","Met Police Cadets & ","K2 Junior",TBA,06:28:10,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,7,"Boat 157 & Boat 157","Unknown & ","K2 Senior",TBA,01:51:23,TBA,TBA,.
Kayak,A,1980,TBA,1980,Civilian,7,"Brown & Howard","Hereford  & ","K2 Junior",TBA,02:14:00,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,7,"Boat 168 & Boat 168","Unknown & ","K2 Senior",TBA,02:42:03,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,7,"Boat 157 & Boat 157","Unknown & ","K2 Senior",TBA,03:10:16,TBA,TBA,.
Kayak,B,1980,TBA,1980,Civilian,7,"Mannering & Battershell","Wey  & Chichester  & ","K2 Junior",TBA,03:25:12,TBA,TBA,.
Kayak,C,1980,TBA,1980,Civilian,7,"Brown & Howard","Hereford  & ","K2 Junior",TBA,03:50:44,TBA,TBA,.
Kayak,D,1980,TBA,1980,Civilian,7,"Woodger & Amos","Exeter  & ","K2 Senior",TBA,06:04:10,TBA,TBA,.
