,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
1997 - Claridge & Holyoake,1997,1,0,0,4.43,0,0,0,0,0,0
1997 - Clark,1997,2,2.5,3.33,0,0,0,0,0,0,0
1997 - Clarke P & Jackson H E,1997,1,0,0,0,0,0,23.25,0,0,0
1997 - Clarke & Jackson,1997,2,0,3.6,4.55,0,0,0,0,0,0
1997 - Clooney I & Williams P I,1997,1,0,0,0,0,28.88,0,0,0,0
1997 - Close Charlotte & Taylor T H R,1997,1,0,0,0,0,0,25.22,0,0,0
1997 - Close & Taylor,1997,1,0,0,4.72,0,0,0,0,0,0
1997 - Cluff PD & Vaughan K T,1997,1,0,0,0,0,21.03,0,0,0,0
1997 - Coates,1997,2,2.12,0,3.68,0,0,0,0,0,0
1997 - Coates N A,1997,1,0,0,0,0,0,0,0,0,19.47
1997 - Cockerill I M & Cook M J,1997,1,0,0,0,0,0,28.45,0,0,0
1997 - Cole D M & Dobson A S C,1997,1,0,0,0,0,28.43,0,0,0,0
1997 - Cole & Dobson,1997,2,3.35,0,4.18,0,0,0,0,0,0
1997 - Cole & Kerton,1997,3,2.52,3.3,4.37,0,0,0,0,0,0
1997 - Coleman & Wibrew Michael,1997,3,1.85,2.35,3.2,0,0,0,0,0,0
1997 - Collett A F & Dunstan Tina Marie,1997,1,0,0,0,0,27.88,0,0,0,0
1997 - Collinson Jeannette & Purkiss Rosemary,1997,1,0,0,0,0,28.57,0,0,0,0
1997 - Collinson & Heath,1997,1,0,0,3.65,0,0,0,0,0,0
1997 - Collinson & Purkiss,1997,2,0,3.95,0,6.98,0,0,0,0,0
1997 - Collyer J R & Smalley D,1997,1,0,0,0,0,51.57,0,0,0,0
1997 - Conduit,1997,1,2.4,0,0,0,0,0,0,0,0
1997 - Cook R & Haines Linda Jane,1997,1,0,0,0,0,53.47,0,0,0,0
1997 - Cooper G S & Cooper J,1997,1,0,0,0,0,25.18,0,0,0,0
1997 - Cooper & Cooper,1997,4,2.47,3.17,4.3,6.9,0,0,0,0,0
1997 - Coryton & Greenhill,1997,1,2.38,0,0,0,0,0,0,0,0
1997 - Cousins & Merrifield,1997,3,2.38,0,3.88,6.02,0,0,0,0,0
1997 - Cox & Williams,1997,1,1.82,0,0,0,0,0,0,0,0
1997 - Craddock J & Long Tim,1997,1,0,0,0,0,24.27,0,0,0,0
1997 - Cran A & Whiteley W T,1997,1,0,0,0,0,0,20.25,0,0,0
1997 - Cran & Whiteley,1997,2,2.4,0,3.83,0,0,0,0,0,0
1997 - Crawford R H & Hutchison Iain,1997,1,0,0,0,0,25.07,0,0,0,0
1997 - Crook T W & House J W B,1997,1,0,0,0,0,0,21.85,0,0,0
1997 - Crookes,1997,3,2.9,3.55,4.9,0,0,0,0,0,0
1997 - Crookes Karen,1997,1,0,0,0,0,0,0,0,0,24.55
1997 - Dains & Gurr,1997,1,0,3,0,0,0,0,0,0,0
1997 - Dalrymple D V,1997,1,0,0,0,0,0,0,0,0,27.72
1997 - Dando,1997,4,2.17,2.73,3.82,5.73,0,0,0,0,0
1997 - Daniel D M & Lambe J T,1997,1,0,0,0,0,52.67,0,0,0,0
1997 - Daniels,1997,3,2.23,2.77,3.82,0,0,0,0,0,0
1997 - Dark,1997,2,0,3.5,4.53,0,0,0,0,0,0
1997 - Dark Simon,1997,1,2.68,0,0,0,0,0,0,0,0
1997 - Darwall D R D & Peake Sally Elizaberth,1997,1,0,0,0,0,72.02,0,0,0,0
1997 - Darwall & Peake,1997,2,0,3.53,4.67,0,0,0,0,0,0
1997 - Davey P B & McAnaspie M,1997,1,0,0,0,0,0,0,0,22.4,0
1997 - Davidson C J & Hobley N P,1997,1,0,0,0,0,30.72,0,0,0,0
1997 - Davidson & Hobley,1997,2,0,3.42,4.77,0,0,0,0,0,0
1997 - Davies D N & Peers W R,1997,1,0,0,0,0,36.82,0,0,0,0
1997 - Davies P & Griffiths M,1997,1,0,0,0,0,0,19.07,0,0,0
1997 - Davies & Griffiths,1997,4,2.18,2.73,3.72,5.45,0,0,0,0,0
1997 - Davies & Lang,1997,3,1.92,2.45,3.33,0,0,0,0,0,0
1997 - Davison R A & Walker C J,1997,1,0,0,0,0,27.6,0,0,0,0
1997 - Davison & Walker,1997,1,0,0,3.98,0,0,0,0,0,0
1997 - Deshmukh A & Kemp N,1997,1,0,0,0,0,41.02,0,0,0,0
1997 - Ditcham D & Walton R,1997,1,0,0,0,0,51.02,0,0,0,0
1997 - Ditcher B & Hennessey P,1997,1,0,0,0,0,40.92,0,0,0,0
1997 - Ditcher & Hennessey,1997,1,0,0,0,9.35,0,0,0,0,0
1997 - Dixon Alison Deborah,1997,1,0,0,0,0,0,0,0,0,28.32
1997 - Dixon D & Scott L E,1997,1,0,0,0,0,59.48,0,0,0,0
1997 - Donhill C & Wilkinson J,1997,1,0,0,0,0,0,26.78,0,0,0
1997 - Donnison M & Green R A,1997,1,0,0,0,0,21.9,0,0,0,0
1997 - Donnison & Green,1997,2,2.03,0,0,5.62,0,0,0,0,0
1997 - Dormer J & Jones R,1997,1,0,0,0,0,0,19.78,0,0,0
1997 - Dormer & Jones,1997,4,2.33,2.83,3.7,5.93,0,0,0,0,0
1997 - Duff & Longmoor,1997,1,0,2.83,0,0,0,0,0,0,0
1997 - Dummett & Rowe,1997,1,2.22,0,0,0,0,0,0,0,0
1997 - Duncan P A,1997,1,0,0,0,0,0,0,0,0,27.98
1997 - Dunn & Greaves,1997,1,1.9,0,0,0,0,0,0,0,0
1997 - Dyer & Edwards,1997,1,2.9,0,0,0,0,0,0,0,0
1997 - Edwards Diane,1997,1,0,0,0,0,0,0,0,0,26.15
1997 - Edwards Roger,1997,1,0,0,0,6.52,0,0,0,0,0
1997 - Edwards Roger & Head,1997,2,2.33,0,4.07,0,0,0,0,0,0
1997 - Edwards & Edwards,1997,2,2.2,3.13,0,0,0,0,0,0,0
1997 - Edwards & Suttle,1997,3,2.55,0,4.45,6.82,0,0,0,0,0
1997 - Eiarrell,1997,1,2.42,0,0,0,0,0,0,0,0
1997 - Elkington-Cole,1997,1,2.88,0,0,0,0,0,0,0,0
1997 - Emery M A & Purchas Michael,1997,1,0,0,0,0,21.83,0,0,0,0
1997 - Emery Mark & Peake,1997,1,2.12,0,0,0,0,0,0,0,0
1997 - Emery Mark & Purchas Mike,1997,2,0,2.73,3.65,0,0,0,0,0,0
1997 - Enoch,1997,2,2.18,2.45,0,0,0,0,0,0,0
1997 - Enoch & Starr,1997,1,0,0,3.37,0,0,0,0,0,0
1997 - Escott & Noakes,1997,2,0,2.52,3.18,0,0,0,0,0,0
1997 - Evans,1997,1,2.12,0,0,0,0,0,0,0,0
1997 - Evans K M & Sawyer D J,1997,1,0,0,0,0,0,18.98,0,0,0
1997 - Evans P J & Jones P V,1997,1,0,0,0,0,19.22,0,0,0,0
1997 - Evans S & Ferguson R,1997,1,0,0,0,0,0,20.57,0,0,0
1997 - Evans & Ferguson,1997,3,2.98,3.35,3.98,0,0,0,0,0,0
1997 - Evans & Sawyer,1997,1,0,0,3.53,0,0,0,0,0,0
1997 - Faber Ines & Moore Zoe Helen,1997,1,0,0,0,0,0,28.93,0,0,0
1997 - Faber & Moore,1997,3,3.58,4.2,0,9.38,0,0,0,0,0
1997 - Farmer P D & Jennings N P,1997,1,0,0,0,0,27.53,0,0,0,0
1997 - Farmer & Prout,1997,2,2.42,3.05,0,0,0,0,0,0,0
1997 - Farran & Gilbert,1997,1,0,2.95,0,0,0,0,0,0,0
1997 - Farren T & Gilbert M,1997,1,0,0,0,0,0,18.97,0,0,0
1997 - Farren & Gilbert,1997,2,2.37,0,3.83,0,0,0,0,0,0
1997 - Feloy & Tipping,1997,1,0,0,3.7,0,0,0,0,0,0
1997 - Ferry John & Harkin J,1997,1,0,0,0,0,36.82,0,0,0,0
1997 - Fielden Paul & Lincoln,1997,3,2.05,2.47,3.25,0,0,0,0,0,0
1997 - Firth & Lockyer,1997,1,0,0,3.87,0,0,0,0,0,0
1997 - Fitzpatrick,1997,1,2.5,0,0,0,0,0,0,0,0
1997 - Fleccher & Stevens,1997,1,0,2.32,0,0,0,0,0,0,0
1997 - Fletcher A & Stevens Alan,1997,1,0,0,0,0,18.68,0,0,0,0
1997 - Fletcher & Stevens,1997,3,1.83,0,2.93,4.7,0,0,0,0,0
1997 - Floyd H A,1997,1,0,0,0,0,0,0,0,0,30.18
1997 - Flynn Dave,1997,3,2.45,3.12,4.17,0,0,0,0,0,0
1997 - Fone J W & Lloyd D Z,1997,1,0,0,0,0,0,21.6,0,0,0
1997 - Fone & Lloyd,1997,1,2.5,0,0,0,0,0,0,0,0
1997 - Ford D N & Knight A,1997,1,0,0,0,0,23.45,0,0,0,0
1997 - Ford & Knight,1997,2,2.28,2.88,0,0,0,0,0,0,0
1997 - Foster S & Melville Pc,1997,1,0,0,0,0,0,25.9,0,0,0
1997 - Foster T W & Turgoose O R,1997,1,0,0,0,0,0,26.37,0,0,0
1997 - Foster & Turgoose,1997,2,2.77,0,0,7.35,0,0,0,0,0
1997 - Fudger,1997,2,2.13,2.83,0,0,0,0,0,0,0
1997 - Fudger Michael,1997,1,0,0,0,0,0,0,0,0,20.15
1997 - Fudyer & Munslow,1997,1,0,0,4.3,0,0,0,0,0,0
1997 - Fuller & Lincoln,1997,4,2.4,3.12,4.13,6.47,0,0,0,0,0
1997 - Gallop,1997,2,5.52,0,0,0,0,0,0,0,0
1997 - Gallop & Gallop,1997,1,0,0,3.97,0,0,0,0,0,0
1997 - Gallop & Sanders,1997,1,0,2.7,0,0,0,0,0,0,0
1997 - Garner,1997,1,0,3.6,0,0,0,0,0,0,0
1997 - Garner Adrienne,1997,1,0,0,0,0,0,0,0,0,25.77
1997 - Garner & Macintyre,1997,2,2.02,2.5,0,0,0,0,0,0,0
1997 - Garrett,1997,4,2.37,2.87,3.77,6.1,0,0,0,0,0
1997 - Garrett M J,1997,1,0,0,0,0,0,0,0,0,19.73
1997 - Gates B C & White Ian,1997,1,0,0,0,0,22.08,0,0,0,0
1997 - Gavin,1997,1,2.65,0,0,0,0,0,0,0,0
1997 - Gibb J H & Hall P S,1997,1,0,0,0,0,0,22.28,0,0,0
1997 - Gilbert-Johns & Nunn,1997,3,2.6,3.17,3.9,0,0,0,0,0,0
1997 - Gilbert Karl & Pearce M,1997,1,0,0,0,0,20.1,0,0,0,0
1997 - Gilbert & Pearce,1997,3,1.9,0,3.17,5.13,0,0,0,0,0
1997 - Gill,1997,4,2.9,3.73,4.88,7.57,0,0,0,0,0
1997 - Gill J R,1997,1,0,0,0,0,0,0,0,0,25.62
1997 - Glew N D & Hogg J,1997,1,0,0,0,0,0,24.4,0,0,0
1997 - Gloster Kate & Gloster M,1997,1,0,0,0,0,0,0,0,23.02,0
1997 - Gloster & Gloster,1997,3,2.43,3.1,4.02,0,0,0,0,0,0
1997 - Goddard M & Threlfell A J,1997,1,0,0,0,0,0,22.38,0,0,0
1997 - Goddard & Threlfell,1997,1,0,0,4.35,0,0,0,0,0,0
1997 - Golton S & Walton J,1997,1,0,0,0,0,60.08,0,0,0,0
1997 - Gordon,1997,1,0,3.23,0,0,0,0,0,0,0
1997 - Gordon & Hayday,1997,1,0,3.43,0,0,0,0,0,0,0
1997 - Gordon & Rowbotham,1997,1,3.02,0,0,0,0,0,0,0,0
1997 - Gow Clifford,1997,2,2.1,0,3.55,0,0,0,0,0,0
1997 - Gow Clifford & Neve,1997,1,0,2.63,0,0,0,0,0,0,0
1997 - Graduell & Stoddart,1997,1,0,2.77,0,0,0,0,0,0,0
1997 - Gradwell Charmian & Greasby Elizabeth,1997,1,0,0,0,0,21.4,0,0,0,0
1997 - Gradwell & Martin,1997,1,0,0,3.32,0,0,0,0,0,0
1997 - Grant M J & Sharp M J,1997,1,0,0,0,0,0,22.37,0,0,0
1997 - Grant & Sharp,1997,3,2.65,0,4.47,6.6,0,0,0,0,0
1997 - Greasby & Martin,1997,1,2.02,0,0,0,0,0,0,0,0
1997 - Greasby & Taylor,1997,1,0,3.2,0,0,0,0,0,0,0
1997 - Green,1997,3,2.67,3.68,4.58,0,0,0,0,0,0
1997 - Green P E F & Vessey B A M,1997,1,0,0,0,0,0,0,0,24.38,0
1997 - Green & Pilgrim,1997,1,0,0,0,6.8,0,0,0,0,0
1997 - Greenham B R & McWilliam Katy,1997,1,0,0,0,0,0,0,0,17.87,0
1997 - Greenham & Mcwilliam,1997,4,2.13,2.7,3.45,5.38,0,0,0,0,0
1997 - Greenin M J & McCall Robert,1997,1,0,0,0,0,35.6,0,0,0,0
1997 - Gregory C W & Vinvent P,1997,1,0,0,0,0,39.88,0,0,0,0
1997 - Gregory LM & Sheldrick M J,1997,1,0,0,0,0,50.78,0,0,0,0
1997 - Grewcock,1997,3,2.5,3.12,4.1,0,0,0,0,0,0
1997 - Grewcock D C,1997,1,0,0,0,0,0,0,0,0,21.42
1997 - Grewcock I P & Walker R G,1997,1,0,0,0,0,19.7,0,0,0,0
1997 - Grewcock & Hewitt,1997,1,0,0,3.33,0,0,0,0,0,0
1997 - Griffiths & Starr,1997,2,2.12,2.82,0,0,0,0,0,0,0
1997 - Grubb & Loder,1997,1,3.33,0,0,0,0,0,0,0,0
1997 - Guest & Jones,1997,1,0,0,3.57,0,0,0,0,0,0
1997 - Guthrie D R & Stagg Richard V,1997,1,0,0,0,0,20.1,0,0,0,0
1997 - Guthrie & Stagg,1997,1,0,2.52,0,0,0,0,0,0,0
1997 - Guthrie & Tagg S,1997,1,0,0,0,5.27,0,0,0,0,0
1997 - Hadberg A,1997,1,0,0,0,0,0,0,0,0,19.8
1997 - Hall,1997,3,2.1,2.98,3.62,0,0,0,0,0,0
1997 - Hallam,1997,2,1.85,0,3.2,0,0,0,0,0,0
1997 - Hallam David,1997,1,0,0,0,0,0,0,0,0,16.57
1997 - Hamilton & Nash,1997,2,2.78,0,4.07,0,0,0,0,0,0
1997 - Hands,1997,1,2.38,0,0,0,0,0,0,0,0
1997 - Hands & Wesley,1997,1,2.18,0,0,0,0,0,0,0,0
1997 - Hannam Ian & Ince John,1997,1,0,0,4.2,0,0,0,0,0,0
1997 - Hannard D J & Rhodes M,1997,1,0,0,0,0,0,25.77,0,0,0
1997 - Hardy,1997,2,2.45,0,0,6.68,0,0,0,0,0
1997 - Harper & Moore,1997,2,2.93,0,0,8.83,0,0,0,0,0
1997 - Harris P & Rogers J P R,1997,1,0,0,0,0,25.62,0,0,0,0
1997 - Harris & Holmes,1997,2,1.6,0,2.75,0,0,0,0,0,0
1997 - Harris & Rogers,1997,4,2.45,2.85,4.02,6.35,0,0,0,0,0
1997 - Harrison M R & Williams P H,1997,1,0,0,0,0,0,23.7,0,0,0
1997 - Harrison & Williams,1997,2,2.97,0,4.38,0,0,0,0,0,0
1997 - Harryman,1997,2,0,0,4.5,6.95,0,0,0,0,0
1997 - Harryman I,1997,1,0,0,0,0,0,0,0,0,23.53
1997 - Haskey,1997,3,2.6,3.27,4.38,0,0,0,0,0,0
1997 - Hayday,1997,2,2.03,2.65,0,0,0,0,0,0,0
1997 - Hayden,1997,4,2.13,2.75,3.48,5.35,0,0,0,0,0
1997 - Hayden John W,1997,1,0,0,0,0,0,0,0,0,18.48
1997 - Hayes D & Helyer Jessica Rose,1997,1,0,0,0,0,0,25.12,0,0,0
1997 - Hayes I & Starcevic P,1997,1,0,0,0,0,31.13,0,0,0,0
1997 - Head,1997,1,2.57,0,0,0,0,0,0,0,0
1997 - Heath Roger & Wrobel Gavin,1997,1,0,0,0,0,25.62,0,0,0,0
1997 - Heath & Wrobel,1997,3,2.4,3.18,0,6.3,0,0,0,0,0
1997 - Helmer R & Rodgers J,1997,1,0,0,0,0,25.28,0,0,0,0
1997 - Heppenstall I B & Macalister J,1997,1,0,0,0,0,37.95,0,0,0,0
1997 - Hester & Logan,1997,1,0,3.07,0,0,0,0,0,0,0
1997 - Hill S D & Melhuish J I,1997,1,0,0,0,0,72.23,0,0,0,0
1997 - Hobaiter Cathy & Robinson J,1997,1,0,0,0,0,0,25.13,0,0,0
1997 - Hodgson D A & Lodge M J,1997,1,0,0,0,0,49.25,0,0,0,0
1997 - Hogan Mark & Panayi Markus,1997,1,0,0,0,0,21.55,0,0,0,0
1997 - Hogan & Pawayi,1997,2,1.97,0,3.25,0,0,0,0,0,0
1997 - Honaker & Thorpe,1997,1,2.35,0,0,0,0,0,0,0,0
1997 - Hone J P,1997,1,0,0,0,0,0,0,0,0,25.33
1997 - Hood G E & Pearce D J,1997,1,0,0,0,0,52.3,0,0,0,0
1997 - Hood & Pearce,1997,1,3.65,0,0,0,0,0,0,0,0
1997 - Horn,1997,1,0,0,4.8,0,0,0,0,0,0
1997 - Horn R,1997,1,0,0,0,0,0,0,0,0,25.08
1997 - Hounslow N J & Spaven P J,1997,1,0,0,0,0,0,22.93,0,0,0
1997 - Hounslow & Spaven,1997,1,0,0,4.17,0,0,0,0,0,0
1997 - Howard & Mackenzie,1997,2,2.38,0,0,6.33,0,0,0,0,0
1997 - Howe,1997,1,0,0,4.12,0,0,0,0,0,0
1997 - Hulse C & Morris G H H,1997,1,0,0,0,0,0,22.6,0,0,0
1997 - Hulse & Morris,1997,1,0,0,4.57,0,0,0,0,0,0
1997 - Humphrey N & Mills J,1997,1,0,0,0,0,38.05,0,0,0,0
1997 - Hyde,1997,2,2.13,2.73,0,0,0,0,0,0,0
1997 - Hyde J & King R,1997,1,0,0,0,0,21.28,0,0,0,0
1997 - Hyde & King,1997,2,0,0,3.32,5.18,0,0,0,0,0
1997 - Ince John,1997,2,2.38,3,0,0,0,0,0,0,0
1997 - Ivall S & Warren B,1997,1,0,0,0,0,25.15,0,0,0,0
1997 - Ive P S & Pentland M J P,1997,1,0,0,0,0,27.35,0,0,0,0
1997 - Ive & Pentland,1997,1,0,0,0,7.42,0,0,0,0,0
1997 - Jacks P & Wilson I P,1997,1,0,0,0,0,21.7,0,0,0,0
1997 - Johnson & Rimmer,1997,1,2.48,0,0,0,0,0,0,0,0
1997 - Jones,1997,3,6.47,0,0,0,0,0,0,0,0
1997 - Jones L & Stenning B,1997,1,0,0,0,0,0,28.82,0,0,0
1997 - Jones R F & Morris A R,1997,1,0,0,0,0,26.02,0,0,0,0
1997 - Jones & Morris,1997,4,2.52,3.12,4.33,6.6,0,0,0,0,0
1997 - Jones & Windmill,1997,3,2.18,2.82,0,5.7,0,0,0,0,0
1997 - Jordan,1997,3,2.1,2.68,3.67,0,0,0,0,0,0
1997 - Kane A,1997,1,0,0,0,0,0,0,0,0,30.83
1997 - Keane S J & Smedley R A B,1997,1,0,0,0,0,0,0,0,19.45,0
1997 - Kelly P,1997,1,0,0,0,0,0,0,0,0,18.37
1997 - Kent R & Woodall C,1997,1,0,0,0,0,0,27.43,0,0,0
1997 - Kent Richard & Rance Steve,1997,3,1.87,2.27,2.97,0,0,0,0,0,0
1997 - Kenyon R & Simpson J,1997,1,0,0,0,0,49,0,0,0,0
1997 - King,1997,2,2.08,2.77,0,0,0,0,0,0,0
1997 - Kirvan M & Morris D R,1997,1,0,0,0,0,29.28,0,0,0,0
1997 - Kirvan & Morris,1997,3,2.88,3.38,4.68,0,0,0,0,0,0
1997 - Knight & Stern,1997,1,0,0,3.37,0,0,0,0,0,0
1997 - Kreeger D & Matthews E,1997,1,0,0,0,0,0,22.08,0,0,0
1997 - Kreeger & Matthews,1997,3,2.65,3.22,4.28,0,0,0,0,0,0
1997 - Lack & Ryan,1997,1,3.22,0,0,0,0,0,0,0,0
1997 - Laenen F,1997,1,0,0,0,0,0,0,0,0,17.28
1997 - Lambert,1997,1,0,3.03,0,0,0,0,0,0,0
1997 - Lambley,1997,4,0,6.65,3.45,5.33,0,0,0,0,0
1997 - Lambley C,1997,1,0,0,0,0,0,0,0,0,18.4
1997 - Laughton N & Weir J,1997,1,0,0,0,0,40.92,0,0,0,0
1997 - Lawlor & Thorne,1997,1,2.92,0,0,0,0,0,0,0,0
1997 - Lee,1997,1,3.57,0,0,0,0,0,0,0,0
1997 - Levison & Staite,1997,4,2.08,2.5,3.6,5.45,0,0,0,0,0
1997 - Lewis,1997,4,2.08,2.55,3.53,5.37,0,0,0,0,0
1997 - Lewis J & Sleath E,1997,1,0,0,0,0,0,24.6,0,0,0
1997 - Lewis N C,1997,1,0,0,0,0,0,0,0,0,18.12
1997 - Lewis Richard & Phillips,1997,4,1.73,2.23,2.87,4.6,0,0,0,0,0
1997 - Lewis Richard & Phillips Mark C,1997,1,0,0,0,0,18.07,0,0,0,0
1997 - Lilley Georgina & Notley Rebecca,1997,1,0,0,0,0,0,22.1,0,0,0
1997 - Lilley & Notley,1997,3,2.52,0,4.32,6.53,0,0,0,0,0
1997 - Lince Patrick,1997,1,0,0,0,0,0,0,0,0,27.33
1997 - Line R J & Rogers R I,1997,1,0,0,0,0,30.4,0,0,0,0
1997 - Line & Rogers,1997,2,0,3.02,3.98,0,0,0,0,0,0
1997 - Little G & Verney N,1997,1,0,0,0,0,0,18.48,0,0,0
1997 - Little & Verney,1997,3,2.32,2.77,3.62,0,0,0,0,0,0
1997 - Littlehalea & Miasen,1997,1,1.98,0,0,0,0,0,0,0,0
1997 - Littlehales & Missen,1997,1,0,0,3.25,0,0,0,0,0,0
1997 - Logan & Stannion,1997,2,2.4,0,0,6.53,0,0,0,0,0
1997 - Lovell & Williams,1997,2,1.88,2.55,0,0,0,0,0,0,0
1997 - Lucas Laura Kate & Wain Caroline Frances,1997,1,0,0,0,0,0,29.07,0,0,0
1997 - Mackintosh Sarah Louise & Snook G,1997,1,0,0,0,0,22.82,0,0,0,0
1997 - Mackintosh & Snook,1997,2,2.2,0,3.75,0,0,0,0,0,0
1997 - Mallott L & Pryde F,1997,1,0,0,0,0,26.13,0,0,0,0
1997 - Mallott & Tonka,1997,4,2.4,3.02,3.93,5.9,0,0,0,0,0
1997 - Mannion S & Taylor H,1997,1,0,0,0,0,26.43,0,0,0,0
1997 - March D,1997,1,0,0,0,0,0,0,0,0,25.27
1997 - Margin & Pearce,1997,1,0,2.4,0,0,0,0,0,0,0
1997 - Marshall & Turgoose,1997,1,0,0,5.73,0,0,0,0,0,0
1997 - Martin,1997,4,2,2.6,3.5,5.22,0,0,0,0,0
1997 - Mawer,1997,1,0,0,3.25,0,0,0,0,0,0
1997 - Mayneford R W & Price R C,1997,1,0,0,0,0,37.7,0,0,0,0
1997 - McCarthy T & Semple M,1997,1,0,0,0,0,24.17,0,0,0,0
1997 - McDonald A J & Miller N A,1997,1,0,0,0,0,62.68,0,0,0,0
1997 - Mcdonnel1,1997,1,0,3.45,0,0,0,0,0,0,0
1997 - Mcdonnell,1997,6,5.07,2.98,8.6,7.13,0,0,0,0,0
1997 - Mcdonnell Margaret,1997,1,0,0,0,0,0,0,0,0,23.47
1997 - Mcdonnell O J,1997,1,0,0,0,0,0,0,0,0,21.33
1997 - McIlwrick & Merrick S B,1997,1,0,0,0,0,27.07,0,0,0,0
1997 - Mcllwrick & Merrick,1997,1,0,0,0,6.68,0,0,0,0,0
1997 - McMullon J & Withers R,1997,1,0,0,0,0,34.88,0,0,0,0
1997 - Mctaggart,1997,3,3.07,3.88,5.42,0,0,0,0,0,0
1997 - Meadows G & Pilgram S,1997,1,0,0,0,0,22.53,0,0,0,0
1997 - Meadows & Pilgrim,1997,1,0,0,3.58,0,0,0,0,0,0
1997 - Menday Lee & Thompson Les,1997,1,0,0,0,0,72.98,0,0,0,0
1997 - Middleditch A & Paton R,1997,1,0,0,0,0,0,19.7,0,0,0
1997 - Middleditch & Paton,1997,2,0,2.87,3.65,0,0,0,0,0,0
1997 - Middled!Tch & Paton,1997,1,2.2,0,0,0,0,0,0,0,0
1997 - Miller & Vobe,1997,1,0,2.62,0,0,0,0,0,0,0
1997 - Mills D E,1997,1,0,0,0,0,0,0,0,0,31.03
1997 - Mobberley B P,1997,1,0,0,0,0,0,0,0,0,30.83
1997 - Monaghan H & Ringer-Hewitt P,1997,1,0,0,0,0,28.23,0,0,0,0
1997 - Monaghan & Ringer-Hewitt,1997,2,0,3.35,0,7.23,0,0,0,0,0
1997 - Moore & Ryan,1997,1,0,0,4.4,0,0,0,0,0,0
1997 - Mullins & Notley,1997,1,0,3.35,0,0,0,0,0,0,0
1997 - Murr Antony & Roberts Graham,1997,1,0,0,0,0,26.77,0,0,0,0
1997 - Nath S & Ward G R,1997,1,0,0,0,0,0,26.72,0,0,0
1997 - Newby & Scott,1997,1,2.6,0,0,0,0,0,0,0,0
1997 - Newby & Wood,1997,1,2.4,0,0,0,0,0,0,0,0
1997 - Newman,1997,1,0,3.03,0,0,0,0,0,0,0
1997 - Nicholls,1997,2,2.7,3.47,0,0,0,0,0,0,0
1997 - Nicholson L P & Whitehead Fiona,1997,1,0,0,0,0,26.03,0,0,0,0
1997 - Nicholson Leon & Whitehead L,1997,3,2.13,2.67,3.63,0,0,0,0,0,0
1997 - Noakes,1997,1,2,0,0,0,0,0,0,0,0
1997 - Norbury Bob,1997,1,0,0,0,0,0,0,0,0,29.58
1997 - O'Connor,1997,2,2.15,2.73,0,0,0,0,0,0,0
1997 - Olsen,1997,3,2.1,2.88,3.85,0,0,0,0,0,0
1997 - Ovington K & Sowerby S,1997,1,0,0,0,0,37.13,0,0,0,0
1997 - Owen N & Tonks D R,1997,1,0,0,0,0,21.2,0,0,0,0
1997 - Owen & Pryde,1997,2,0,0,3.42,5.25,0,0,0,0,0
1997 - Partridge G & Peters M,1997,1,0,0,0,0,31.12,0,0,0,0
1997 - Partridge T,1997,1,0,0,0,0,0,0,0,0,22.97
1997 - Passey Rebecca Helen & Staley M,1997,1,0,0,0,0,0,24.15,0,0,0
1997 - Passey & Staley,1997,1,0,0,4.65,0,0,0,0,0,0
1997 - Peake,1997,1,3.52,0,0,0,0,0,0,0,0
1997 - Peake Owen & Rosier,1997,2,2.6,0,4.62,0,0,0,0,0,0
1997 - Pearce,1997,1,2.45,0,0,0,0,0,0,0,0
1997 - Pearce & Wood,1997,1,2.72,0,0,0,0,0,0,0,0
1997 - Pedley R & Stanford J,1997,1,0,0,0,0,39.45,0,0,0,0
1997 - Phillips,1997,2,2.45,2.93,0,0,0,0,0,0,0
1997 - Phillips & Windmill,1997,1,0,0,4.67,0,0,0,0,0,0
1997 - Philpott C N,1997,1,0,0,0,0,0,0,0,0,30.17
1997 - Pi Chley,1997,1,0,0,0,6.28,0,0,0,0,0
1997 - Pickett & Shaw,1997,1,1.75,0,0,0,0,0,0,0,0
1997 - Picxett & Shaw,1997,1,0,2.28,0,0,0,0,0,0,0
1997 - Pike J P,1997,1,0,0,0,0,0,0,0,0,30.83
1997 - Pitchley,1997,3,3,4.13,5.18,0,0,0,0,0,0
1997 - Portis A D & Wyatt N A,1997,1,0,0,0,0,32.93,0,0,0,0
1997 - Potter,1997,3,2.57,3.28,4.42,0,0,0,0,0,0
1997 - Potter R A,1997,1,0,0,0,0,0,0,0,0,23.08
1997 - Potter R G C & Wilcox P C,1997,1,0,0,0,0,32.92,0,0,0,0
1997 - Prentice,1997,3,2.93,3.67,4.98,0,0,0,0,0,0
1997 - Purkiss & Wrobel,1997,1,0,0,4.92,0,0,0,0,0,0
1997 - Ralph P S & Ralph T P,1997,1,0,0,0,0,0,0,0,18.63,0
1997 - Ralph & Ralph Paul,1997,3,2.12,2.67,3.55,0,0,0,0,0,0
1997 - Randall S J & West P,1997,1,0,0,0,0,0,0,0,22.8,0
1997 - Ratcliff & Richards,1997,1,3,0,0,0,0,0,0,0,0
1997 - Redshaw,1997,1,1.83,0,0,0,0,0,0,0,0
1997 - Reeve & Seaford Daniel,1997,4,2.18,2.68,3.57,5.55,0,0,0,0,0
1997 - Rodinger Heinz,1997,1,0,0,0,0,0,0,0,0,22.13
